221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105
217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127
239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127
183,183,183,183,183,183,183,183,183,183,183,183,183,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149
207,208,207,208,227,227,227,227,227,227,227,227,227,228,-1,-1,-1,-1,-1,182,183,183,183,183,183
227,227,227,228,-1,-1,-1,-1,-1,188,189,190,-1,-1,-1,-1,-1,-1,-1,226,227,227,227,227,227
177,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211,212
179,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233,234
200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176
200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198
200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198
200,-1,-1,-1,-1,6,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198
222,-1,-1,-1,-1,28,29,29,29,29,29,6,7,7,7,7,7,7,7,8,-1,-1,-1,-1,198
6,7,7,7,8,28,29,29,29,29,29,28,29,29,29,29,29,29,29,30,176,177,177,177,202
